seed,comm
0.08,0.07566722630695305
0.04,0.11060614832397384
0.12,0.0848723441208823
0.09,0.0827013257685405
0.09,0.09720372836218376
0.08,0.13225843802466278
0.09,0.08851965495281654
0.08,0.04712557170149945
0.06,0.03247843455103341
0.04,0.07129624269090488
0.04,0.03268106293058531
0.08,0.08498813176634053
0.01,0.021565448966595263
0.0,0.0043709836160481675
0.0,0.001157876454582296
0.02,0.01635500492097493
0.01,0.011086667052625485
0.0,5.7893822729114805e-05
0.0,0.000144734556822787
0.0,0.0002605222022810166
0.0,8.68407340936722e-05
0.0,0.00040525675910380363
0.0,8.68407340936722e-05
0.0,0.00011578764545822961
0.0,5.7893822729114805e-05
0.01,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,8.68407340936722e-05
0.0,5.7893822729114805e-05
0.0,8.68407340936722e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.01,0.0001736814681873444
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.01,5.7893822729114805e-05
0.0,0.000144734556822787
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,0.000144734556822787
0.0,0.00011578764545822961
0.0,0.00011578764545822961
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,8.68407340936722e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.01,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,8.68407340936722e-05
0.0,5.7893822729114805e-05
0.01,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.01,8.68407340936722e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,8.68407340936722e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.01,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,8.68407340936722e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
0.0,5.7893822729114805e-05
