seed,comm
0.04,0.1581541218637993
0.1,0.15478072949609953
0.23,0.24072317098882565
0.03,0.02161079485557664
0.01,0.01918616909129243
0.01,0.044368016023613746
0.01,0.02103099304237824
0.02,0.012070419565675733
0.01,0.018975332068311195
0.01,0.009698503057136832
0.0,0.014481868016023613
0.02,0.004757010331014126
0.03,0.01265022137887413
0.01,0.0060615644107105205
0.0,0.0029912502635462785
0.01,0.01383617963314358
0.02,0.028542061986084756
0.03,0.009461311406282943
0.0,0.003676470588235294
0.0,0.005205039004849252
0.0,0.0034392789373814043
0.0,6.588656968163609e-05
0.01,0.005244570946658233
0.02,0.006522770398481974
0.0,0.009461311406282943
0.0,0.004704301075268817
0.0,0.005718954248366013
0.0,0.00010541851149061775
0.01,0.005942968585283576
0.0,0.00762966476913346
0.0,0.006180160236137466
0.0,0.006878557874762809
0.0,5.2709255745308875e-05
0.01,0.0022664979970482817
0.0,0.008881509593084546
0.02,0.007537423571579169
0.01,0.0068653805608264815
0.0,0.0034129243095087497
0.0,0.004203563145688383
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,2.6354627872654437e-05
0.01,0.00436169091292431
0.01,0.003992726122707148
0.0,6.588656968163609e-05
0.0,0.001923887834703774
0.02,0.008038161501159604
0.0,0.0024509803921568627
0.0,0.0008565254058612692
0.0,0.00015812776723592663
0.0,6.588656968163609e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,0.0031625553447185324
0.0,0.00011859582542694497
0.0,0.004677946447396163
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,9.224119755429054e-05
0.0,6.588656968163609e-05
0.0,2.6354627872654437e-05
0.0,5.2709255745308875e-05
0.0,7.906388361796332e-05
0.0,0.0074188277461522244
0.0,0.0005007379295804343
0.0,5.2709255745308875e-05
0.0,2.6354627872654437e-05
0.0,0.00010541851149061775
0.0,7.906388361796332e-05
0.0,9.224119755429054e-05
0.01,0.009962049335863378
0.0,6.588656968163609e-05
0.0,2.6354627872654437e-05
0.0,0.0029385410078009697
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,6.588656968163609e-05
0.01,9.224119755429054e-05
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,9.224119755429054e-05
0.0,0.00013177313936327218
0.0,0.00015812776723592663
0.0,0.0001449504532995994
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,7.906388361796332e-05
0.0,0.0002108370229812355
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,0.0003557874762808349
0.0,0.00011859582542694497
0.0,0.00025036896479021717
0.0,6.588656968163609e-05
0.0,0.00022401433691756272
0.0,3.953194180898166e-05
0.0,0.00015812776723592663
0.0,3.953194180898166e-05
0.0,7.906388361796332e-05
0.0,6.588656968163609e-05
0.0,5.2709255745308875e-05
0.0,0.00043485135989879825
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,0.0001449504532995994
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,0.00010541851149061775
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,9.224119755429054e-05
0.0,2.6354627872654437e-05
0.0,0.00022401433691756272
0.01,0.0002108370229812355
0.0,0.0008038161501159604
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,6.588656968163609e-05
0.0,9.224119755429054e-05
0.0,2.6354627872654437e-05
0.01,6.588656968163609e-05
0.0,2.6354627872654437e-05
0.0,2.6354627872654437e-05
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,0.00017130508117225386
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,0.00038214210415348936
0.0,3.953194180898166e-05
0.0,7.906388361796332e-05
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,2.6354627872654437e-05
0.0,2.6354627872654437e-05
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,2.6354627872654437e-05
0.0,6.588656968163609e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,6.588656968163609e-05
0.0,3.953194180898166e-05
0.0,0.00022401433691756272
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,0.0004084967320261438
0.0,5.2709255745308875e-05
0.0,0.00015812776723592663
0.0,3.953194180898166e-05
0.0,7.906388361796332e-05
0.01,6.588656968163609e-05
0.0,7.906388361796332e-05
0.0,6.588656968163609e-05
0.0,7.906388361796332e-05
0.0,2.6354627872654437e-05
0.0,5.2709255745308875e-05
0.0,2.6354627872654437e-05
0.0,9.224119755429054e-05
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,7.906388361796332e-05
0.0,2.6354627872654437e-05
0.0,7.906388361796332e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,0.0001449504532995994
0.0,3.953194180898166e-05
0.0,9.224119755429054e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,0.00013177313936327218
0.0,0.00017130508117225386
0.0,0.00013177313936327218
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.01,0.0002899009065991988
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,0.00011859582542694497
0.0,0.00010541851149061775
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,2.6354627872654437e-05
0.0,0.00010541851149061775
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,6.588656968163609e-05
0.0,5.2709255745308875e-05
0.0,2.6354627872654437e-05
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,6.588656968163609e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,7.906388361796332e-05
0.0,6.588656968163609e-05
0.0,3.953194180898166e-05
0.0,2.6354627872654437e-05
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,9.224119755429054e-05
0.0,0.00019765970904490828
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,6.588656968163609e-05
0.0,5.2709255745308875e-05
0.0,0.00011859582542694497
0.0,3.953194180898166e-05
0.0,2.6354627872654437e-05
0.0,0.00011859582542694497
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,2.6354627872654437e-05
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,6.588656968163609e-05
0.0,6.588656968163609e-05
0.0,5.2709255745308875e-05
0.0,3.953194180898166e-05
0.0,6.588656968163609e-05
0.0,3.953194180898166e-05
0.0,5.2709255745308875e-05
0.0,0.00013177313936327218
0.0,2.6354627872654437e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,0.0004084967320261438
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.0,3.953194180898166e-05
0.01,6.588656968163609e-05
0.0,2.6354627872654437e-05
